Training progress:  88%|████████▊ | 263/300 [29:25<03:32,  5.75s/it]Loss at epoch 263: 0.999866
Training progress:  88%|████████▊ | 264/300 [29:31<03:26,  5.74s/it]Loss at epoch 264: 1.000204
Training progress:  88%|████████▊ | 265/300 [29:36<03:22,  5.77s/it]Loss at epoch 265: 0.999823
Training progress:  89%|████████▊ | 266/300 [29:43<03:21,  5.94s/it]Loss at epoch 266: 1.000259
Training progress:  89%|████████▉ | 267/300 [29:48<03:10,  5.76s/it]Loss at epoch 267: 1.000203
Training progress:  89%|████████▉ | 268/300 [29:54<03:03,  5.73s/it]Loss at epoch 268: 1.000060
Training progress:  90%|████████▉ | 269/300 [30:00<03:00,  5.83s/it]Loss at epoch 269: 0.999982
Training progress:  90%|█████████ | 270/300 [30:06<02:55,  5.84s/it]Loss at epoch 270: 1.000275
Training progress:  90%|█████████ | 271/300 [30:12<02:49,  5.85s/it]Loss at epoch 271: 1.000062
Training progress:  91%|█████████ | 272/300 [30:17<02:43,  5.84s/it]Loss at epoch 272: 0.999929
Training progress:  91%|█████████ | 273/300 [30:23<02:37,  5.85s/it]Loss at epoch 273: 1.000062
Training progress:  91%|█████████▏| 274/300 [30:29<02:31,  5.85s/it]Loss at epoch 274: 0.999719
Training progress:  92%|█████████▏| 275/300 [30:35<02:26,  5.84s/it]Loss at epoch 275: 1.000305
Training progress:  92%|█████████▏| 276/300 [30:41<02:20,  5.85s/it]Loss at epoch 276: 1.000185
Training progress:  92%|█████████▏| 277/300 [30:47<02:14,  5.85s/it]Loss at epoch 277: 1.000276
Training progress:  93%|█████████▎| 278/300 [30:52<02:08,  5.85s/it]Loss at epoch 278: 0.999937
Training progress:  93%|█████████▎| 279/300 [30:58<02:03,  5.86s/it]Loss at epoch 279: 0.999914
Training progress:  93%|█████████▎| 280/300 [31:05<01:59,  5.98s/it]Loss at epoch 280: 0.999915
Training progress:  94%|█████████▎| 281/300 [31:11<01:55,  6.07s/it]Loss at epoch 281: 1.000303
Training progress:  94%|█████████▍| 282/300 [31:17<01:50,  6.13s/it]Loss at epoch 282: 1.000109
Training progress:  94%|█████████▍| 283/300 [31:23<01:44,  6.17s/it]Loss at epoch 283: 0.999711
Training progress:  95%|█████████▍| 284/300 [31:30<01:39,  6.20s/it]Loss at epoch 284: 0.999935
Training progress:  95%|█████████▌| 285/300 [31:36<01:33,  6.21s/it]Loss at epoch 285: 1.000108
Training progress:  95%|█████████▌| 286/300 [31:42<01:27,  6.22s/it]Loss at epoch 286: 1.000142
Training progress:  96%|█████████▌| 287/300 [31:48<01:20,  6.23s/it]Loss at epoch 287: 1.000131
Training progress:  96%|█████████▌| 288/300 [31:55<01:14,  6.23s/it]Loss at epoch 288: 1.000332
Training progress:  96%|█████████▋| 289/300 [32:01<01:08,  6.19s/it]Loss at epoch 289: 0.999975
Training progress:  97%|█████████▋| 290/300 [32:07<01:02,  6.20s/it]Loss at epoch 290: 1.000305
Training progress:  97%|█████████▋| 291/300 [32:13<00:55,  6.22s/it]Loss at epoch 291: 1.000237
Training progress:  97%|█████████▋| 292/300 [32:19<00:49,  6.21s/it]Loss at epoch 292: 0.999782
Training progress:  98%|█████████▊| 293/300 [32:26<00:43,  6.21s/it]Loss at epoch 293: 0.999827
Training progress:  98%|█████████▊| 294/300 [32:32<00:37,  6.23s/it]Loss at epoch 294: 0.999867
Training progress:  98%|█████████▊| 295/300 [32:38<00:31,  6.22s/it]Loss at epoch 295: 1.000130
Training progress:  99%|█████████▊| 296/300 [32:44<00:24,  6.22s/it]Loss at epoch 296: 1.000239
Training progress:  99%|█████████▉| 297/300 [32:51<00:18,  6.22s/it]Loss at epoch 297: 0.999880
Training progress:  99%|█████████▉| 298/300 [32:57<00:12,  6.22s/it]Loss at epoch 298: 1.000284
Training progress: 100%|█████████▉| 299/300 [33:03<00:06,  6.23s/it]Loss at epoch 299: 1.000199
Training progress: 100%|██████████| 300/300 [33:09<00:00,  6.63s/it]Loss at epoch 300: 1.000166    
